fg_pct_home,fg3_pct_home,ft_pct_home,oreb_home,dreb_home,ast_home,stl_home,blk_home,tov_home,pf_home
0.397,0.231,0.731,5.0,28.0,12.0,8.0,10.0,19.0,17.0
0.523,0.459,0.952,5.0,34.0,34.0,9.0,10.0,14.0,23.0
0.465,0.476,0.762,12.0,47.0,32.0,3.0,7.0,11.0,22.0
0.463,0.44,0.708,6.0,43.0,30.0,6.0,13.0,17.0,17.0
0.464,0.3,0.704,14.0,29.0,23.0,12.0,5.0,14.0,26.0
0.417,0.321,0.92,11.0,43.0,37.0,6.0,2.0,7.0,26.0
0.411,0.316,0.65,7.0,28.0,19.0,8.0,5.0,9.0,20.0
0.515,0.429,0.833,11.0,33.0,23.0,15.0,6.0,15.0,13.0
0.405,0.4,0.8,10.0,32.0,22.0,8.0,3.0,13.0,28.0
0.573,0.515,0.783,9.0,32.0,29.0,15.0,4.0,20.0,26.0
0.435,0.167,0.75,15.0,28.0,19.0,8.0,0.0,13.0,17.0
0.566,0.533,0.654,11.0,23.0,29.0,12.0,6.0,19.0,30.0
0.446,0.32,0.724,12.0,31.0,20.0,13.0,8.0,20.0,20.0
0.405,0.28,0.8,14.0,35.0,14.0,2.0,3.0,19.0,25.0
0.455,0.417,0.688,14.0,39.0,17.0,3.0,9.0,15.0,16.0
0.44,0.478,0.692,8.0,31.0,22.0,12.0,6.0,9.0,15.0
0.526,0.533,0.588,11.0,21.0,20.0,11.0,2.0,12.0,22.0
0.547,0.381,0.769,7.0,27.0,24.0,8.0,6.0,16.0,16.0
0.458,0.524,0.889,8.0,29.0,19.0,9.0,8.0,18.0,17.0
0.432,0.276,0.826,5.0,29.0,22.0,7.0,6.0,15.0,18.0
0.532,0.125,0.731,16.0,35.0,19.0,10.0,11.0,18.0,25.0
0.452,0.346,0.85,7.0,34.0,22.0,6.0,1.0,14.0,19.0
0.446,0.382,0.75,13.0,39.0,24.0,5.0,5.0,13.0,17.0
0.431,0.35,0.769,10.0,30.0,12.0,5.0,4.0,10.0,14.0
0.391,0.297,0.774,7.0,40.0,20.0,9.0,7.0,11.0,24.0
0.519,0.5,0.696,9.0,37.0,19.0,9.0,5.0,14.0,17.0
0.469,0.405,0.625,11.0,24.0,28.0,7.0,0.0,13.0,19.0
0.476,0.4,0.652,12.0,25.0,17.0,5.0,5.0,15.0,25.0
0.567,0.345,0.522,5.0,40.0,30.0,12.0,9.0,15.0,16.0
0.388,0.375,0.839,15.0,33.0,22.0,5.0,6.0,16.0,17.0
0.435,0.259,0.781,10.0,28.0,19.0,9.0,3.0,15.0,33.0
0.395,0.15,0.529,19.0,34.0,13.0,6.0,0.0,14.0,23.0
0.48,0.275,0.941,15.0,34.0,27.0,8.0,6.0,12.0,14.0
0.416,0.351,0.682,10.0,32.0,28.0,8.0,7.0,15.0,13.0
0.415,0.182,0.5,14.0,22.0,21.0,9.0,5.0,9.0,19.0
0.488,0.296,0.727,11.0,32.0,25.0,6.0,5.0,14.0,20.0
0.398,0.273,0.824,7.0,32.0,21.0,5.0,5.0,10.0,19.0
0.552,0.423,0.688,9.0,38.0,25.0,11.0,5.0,15.0,19.0
0.42,0.321,0.654,8.0,35.0,16.0,7.0,7.0,15.0,22.0
0.607,0.6,0.722,5.0,38.0,39.0,5.0,10.0,9.0,16.0
0.319,0.0,0.852,19.0,36.0,16.0,7.0,7.0,10.0,25.0
0.482,0.286,0.846,10.0,40.0,20.0,5.0,4.0,22.0,19.0
0.482,0.333,0.783,13.0,25.0,22.0,7.0,3.0,11.0,17.0
0.526,0.292,0.783,3.0,24.0,18.0,3.0,6.0,12.0,16.0
0.398,0.406,0.625,13.0,34.0,27.0,11.0,8.0,13.0,22.0
0.55,0.35,0.714,12.0,42.0,36.0,11.0,8.0,14.0,26.0
0.427,0.4,0.833,10.0,35.0,22.0,8.0,7.0,12.0,24.0
0.414,0.3,0.773,12.0,38.0,23.0,4.0,3.0,7.0,18.0
0.556,0.467,0.813,7.0,31.0,22.0,8.0,9.0,17.0,29.0
0.44,0.429,0.781,17.0,27.0,21.0,12.0,5.0,16.0,24.0
0.484,0.367,0.76,18.0,32.0,23.0,13.0,6.0,11.0,16.0
0.436,0.381,0.8,11.0,37.0,24.0,5.0,9.0,16.0,26.0
0.462,0.368,0.722,8.0,38.0,28.0,11.0,9.0,11.0,16.0
0.42,0.313,0.784,9.0,37.0,18.0,7.0,11.0,8.0,20.0
0.44,0.278,0.857,12.0,36.0,25.0,6.0,13.0,10.0,8.0
0.481,0.387,0.824,9.0,42.0,26.0,9.0,6.0,20.0,16.0
0.462,0.429,0.8,11.0,38.0,25.0,9.0,2.0,13.0,18.0
0.5,0.379,0.875,6.0,31.0,21.0,3.0,7.0,12.0,21.0
0.439,0.235,0.65,12.0,26.0,19.0,5.0,6.0,9.0,23.0
0.357,0.308,0.741,16.0,31.0,19.0,13.0,5.0,11.0,15.0
0.434,0.294,0.846,9.0,30.0,17.0,6.0,5.0,15.0,22.0
0.444,0.0,0.773,14.0,29.0,17.0,10.0,3.0,16.0,17.0
0.464,0.5,0.632,15.0,36.0,20.0,2.0,5.0,15.0,22.0
0.524,0.421,0.692,8.0,38.0,25.0,10.0,8.0,26.0,27.0
0.462,0.292,0.882,11.0,41.0,21.0,8.0,8.0,11.0,22.0
0.511,0.409,0.737,8.0,32.0,29.0,3.0,5.0,5.0,17.0
0.386,0.4,0.75,7.0,35.0,18.0,6.0,3.0,14.0,18.0
0.538,0.25,0.95,9.0,35.0,30.0,15.0,4.0,13.0,25.0
0.456,0.308,0.794,15.0,37.0,38.0,5.0,6.0,18.0,22.0
0.446,0.619,0.786,4.0,33.0,24.0,5.0,5.0,8.0,18.0
0.378,0.257,0.75,12.0,25.0,21.0,8.0,3.0,10.0,20.0
0.354,0.125,0.727,11.0,29.0,15.0,8.0,3.0,16.0,18.0
0.583,0.545,0.677,6.0,29.0,28.0,10.0,5.0,20.0,21.0
0.524,0.333,0.923,6.0,29.0,30.0,10.0,4.0,7.0,17.0
0.44,0.318,0.9,12.0,42.0,21.0,4.0,11.0,12.0,19.0
0.412,0.438,0.771,6.0,32.0,14.0,8.0,8.0,11.0,23.0
0.443,0.462,0.786,8.0,38.0,25.0,12.0,4.0,22.0,26.0
0.451,0.357,0.857,16.0,31.0,22.0,4.0,7.0,14.0,11.0
0.48,0.455,0.897,10.0,31.0,24.0,7.0,10.0,19.0,18.0
0.436,0.583,0.667,9.0,33.0,26.0,7.0,7.0,17.0,23.0
0.447,0.471,0.933,10.0,28.0,27.0,2.0,2.0,14.0,18.0
0.43,0.321,0.9,10.0,30.0,19.0,9.0,6.0,17.0,17.0
0.494,0.484,0.789,13.0,38.0,22.0,13.0,5.0,17.0,15.0
0.411,0.31,0.786,11.0,25.0,25.0,5.0,1.0,9.0,19.0
0.493,0.483,0.815,5.0,36.0,26.0,11.0,7.0,14.0,24.0
0.406,0.389,0.611,4.0,26.0,21.0,13.0,4.0,14.0,18.0
0.468,0.167,0.815,12.0,17.0,27.0,9.0,2.0,7.0,18.0
0.444,0.235,0.667,20.0,27.0,17.0,6.0,2.0,16.0,18.0
0.459,0.391,0.739,8.0,22.0,18.0,9.0,4.0,15.0,22.0
0.467,0.256,0.733,11.0,33.0,24.0,10.0,8.0,10.0,23.0
0.465,0.395,0.731,11.0,36.0,23.0,8.0,9.0,15.0,17.0
0.589,0.405,0.71,5.0,25.0,28.0,8.0,4.0,9.0,24.0
0.415,0.409,0.821,12.0,34.0,18.0,8.0,4.0,10.0,19.0
0.641,0.6,0.727,6.0,30.0,35.0,6.0,4.0,8.0,16.0
0.466,0.368,0.714,16.0,36.0,23.0,8.0,5.0,12.0,23.0
0.533,0.4,0.783,10.0,33.0,25.0,6.0,6.0,17.0,17.0
0.519,0.333,0.63,13.0,29.0,19.0,8.0,3.0,11.0,13.0
0.432,0.45,0.72,21.0,30.0,21.0,8.0,2.0,15.0,26.0
0.432,0.167,0.533,7.0,26.0,24.0,8.0,8.0,10.0,20.0
0.447,0.4,0.417,9.0,41.0,28.0,6.0,6.0,10.0,13.0
0.564,0.467,0.667,7.0,36.0,33.0,2.0,5.0,11.0,12.0
0.514,0.357,0.5,10.0,26.0,21.0,12.0,5.0,22.0,20.0
0.551,0.5,0.848,10.0,33.0,23.0,7.0,4.0,20.0,25.0
0.455,0.263,0.808,8.0,30.0,17.0,5.0,4.0,14.0,24.0
0.516,0.351,0.875,9.0,33.0,35.0,8.0,6.0,12.0,18.0
0.558,0.526,0.7,6.0,31.0,35.0,5.0,2.0,13.0,18.0
0.57,0.625,0.88,6.0,27.0,28.0,9.0,6.0,13.0,27.0
0.487,0.364,0.73,15.0,39.0,21.0,8.0,1.0,18.0,27.0
0.481,0.348,0.75,13.0,24.0,19.0,14.0,7.0,11.0,21.0
0.426,0.389,0.944,10.0,30.0,25.0,8.0,3.0,1.0,10.0
0.433,0.158,0.882,13.0,31.0,20.0,9.0,6.0,12.0,16.0
0.358,0.25,0.667,8.0,31.0,14.0,7.0,3.0,11.0,17.0
0.461,0.2,0.75,13.0,24.0,21.0,6.0,7.0,16.0,24.0
0.475,0.385,0.905,11.0,25.0,19.0,9.0,2.0,15.0,31.0
0.5,0.353,0.8,10.0,27.0,30.0,9.0,5.0,15.0,28.0
0.427,0.4,0.75,15.0,28.0,23.0,7.0,6.0,8.0,19.0
0.425,0.286,0.771,7.0,44.0,19.0,5.0,1.0,12.0,21.0
0.53,0.37,0.679,10.0,28.0,27.0,7.0,8.0,11.0,22.0
0.385,0.194,0.88,9.0,39.0,16.0,7.0,3.0,12.0,19.0
0.424,0.296,0.864,9.0,30.0,21.0,9.0,3.0,5.0,16.0
0.561,0.536,0.76,9.0,25.0,34.0,8.0,7.0,18.0,22.0
0.386,0.278,0.778,14.0,19.0,17.0,9.0,7.0,14.0,25.0
0.417,0.314,0.758,18.0,36.0,19.0,8.0,4.0,7.0,18.0
0.386,0.36,0.867,11.0,36.0,21.0,6.0,10.0,13.0,25.0
0.4,0.273,0.765,10.0,38.0,20.0,6.0,13.0,14.0,20.0
0.519,0.4,0.708,8.0,33.0,33.0,15.0,6.0,14.0,19.0
0.425,0.2,0.429,15.0,27.0,21.0,10.0,3.0,14.0,20.0
0.382,0.455,0.714,16.0,35.0,14.0,12.0,7.0,13.0,17.0
0.4,0.289,0.794,7.0,26.0,18.0,4.0,2.0,9.0,18.0
0.518,0.278,0.781,8.0,33.0,30.0,10.0,6.0,15.0,21.0
0.532,0.357,0.765,9.0,27.0,16.0,4.0,3.0,16.0,21.0
0.413,0.308,0.72,14.0,35.0,29.0,11.0,9.0,9.0,19.0
0.488,0.576,0.769,2.0,37.0,25.0,11.0,2.0,12.0,21.0
0.618,0.417,0.727,8.0,33.0,31.0,5.0,2.0,15.0,22.0
0.506,0.407,0.615,4.0,38.0,24.0,8.0,8.0,19.0,16.0
0.579,0.474,0.818,9.0,32.0,33.0,12.0,3.0,18.0,20.0
0.474,0.4,0.75,6.0,36.0,24.0,6.0,11.0,12.0,21.0
0.47,0.414,0.692,7.0,42.0,29.0,6.0,6.0,11.0,23.0
0.451,0.229,0.724,13.0,33.0,22.0,10.0,7.0,13.0,17.0
0.375,0.333,0.643,14.0,31.0,22.0,6.0,6.0,16.0,22.0
0.43,0.313,0.96,7.0,35.0,16.0,9.0,7.0,14.0,17.0
0.449,0.167,0.889,11.0,25.0,18.0,4.0,5.0,10.0,24.0
0.392,0.2,0.677,12.0,31.0,15.0,8.0,4.0,16.0,19.0
0.407,0.381,0.696,11.0,30.0,13.0,8.0,7.0,14.0,26.0
0.433,0.188,0.8,14.0,28.0,16.0,7.0,4.0,15.0,27.0
0.573,0.485,0.938,10.0,34.0,32.0,11.0,6.0,11.0,16.0
0.551,0.429,0.875,6.0,28.0,27.0,9.0,9.0,13.0,19.0
0.447,0.214,0.667,11.0,31.0,17.0,11.0,3.0,19.0,24.0
0.422,0.375,0.727,15.0,36.0,20.0,6.0,9.0,13.0,25.0
0.563,0.481,0.846,2.0,38.0,30.0,6.0,2.0,12.0,13.0
0.494,0.3,0.833,10.0,17.0,25.0,9.0,2.0,13.0,31.0
0.543,0.345,0.7,10.0,26.0,23.0,8.0,6.0,19.0,16.0
0.44,0.222,0.75,10.0,36.0,26.0,11.0,6.0,13.0,19.0
0.47,0.333,0.76,10.0,27.0,25.0,7.0,4.0,14.0,19.0
0.467,0.471,0.467,9.0,38.0,18.0,7.0,8.0,12.0,22.0
0.44,0.333,0.9,6.0,26.0,23.0,14.0,4.0,16.0,18.0
0.461,0.4,0.867,16.0,28.0,26.0,8.0,6.0,15.0,15.0
0.519,0.526,0.667,14.0,35.0,27.0,6.0,6.0,11.0,25.0
0.524,0.435,0.684,6.0,32.0,27.0,7.0,2.0,14.0,36.0
0.389,0.231,0.846,7.0,38.0,18.0,8.0,5.0,15.0,20.0
0.432,0.222,0.875,9.0,30.0,21.0,5.0,6.0,14.0,13.0
0.617,0.621,0.697,1.0,34.0,33.0,9.0,6.0,18.0,21.0
0.43,0.308,0.963,14.0,34.0,28.0,9.0,6.0,14.0,19.0
0.422,0.289,0.842,10.0,31.0,18.0,8.0,9.0,17.0,20.0
0.5,0.469,0.722,19.0,27.0,34.0,10.0,2.0,17.0,18.0
0.415,0.467,0.6,13.0,35.0,23.0,6.0,3.0,7.0,20.0
0.534,0.364,0.8,10.0,30.0,31.0,12.0,8.0,14.0,18.0
0.436,0.261,0.875,14.0,26.0,19.0,7.0,8.0,19.0,26.0
0.431,0.278,0.667,9.0,27.0,17.0,6.0,4.0,15.0,18.0
0.444,0.545,0.824,11.0,40.0,17.0,11.0,2.0,19.0,10.0
0.4,0.321,0.938,9.0,33.0,18.0,9.0,6.0,8.0,21.0
0.477,0.324,0.75,7.0,33.0,30.0,3.0,1.0,12.0,19.0
0.461,0.321,0.828,17.0,41.0,22.0,5.0,5.0,16.0,16.0
0.557,0.421,0.8,9.0,33.0,29.0,6.0,4.0,19.0,17.0
0.415,0.405,0.81,12.0,34.0,26.0,1.0,8.0,19.0,18.0
0.423,0.37,0.781,12.0,30.0,25.0,9.0,5.0,11.0,24.0
0.371,0.424,0.821,6.0,32.0,21.0,5.0,6.0,11.0,14.0
0.494,0.143,0.815,11.0,35.0,19.0,12.0,4.0,21.0,31.0
0.405,0.235,0.78,3.0,30.0,22.0,8.0,10.0,17.0,31.0
0.37,0.308,0.706,11.0,26.0,20.0,10.0,5.0,10.0,18.0
0.473,0.324,0.947,7.0,37.0,31.0,4.0,9.0,10.0,17.0
0.452,0.179,0.565,11.0,46.0,21.0,6.0,7.0,15.0,13.0
0.457,0.35,0.938,15.0,24.0,27.0,11.0,2.0,17.0,16.0
0.51,0.231,0.813,8.0,44.0,24.0,9.0,5.0,18.0,28.0
0.459,0.345,0.6,6.0,34.0,22.0,5.0,6.0,15.0,15.0
0.615,0.462,0.613,10.0,33.0,29.0,7.0,5.0,13.0,24.0
0.506,0.361,0.828,8.0,31.0,31.0,14.0,9.0,15.0,20.0
0.449,0.75,0.625,8.0,37.0,16.0,7.0,6.0,14.0,17.0
0.448,0.409,0.765,7.0,34.0,28.0,10.0,11.0,10.0,16.0
0.513,0.375,0.9,12.0,26.0,20.0,9.0,9.0,17.0,24.0
0.532,0.467,0.933,9.0,28.0,30.0,6.0,5.0,16.0,27.0
0.461,0.278,0.816,8.0,42.0,20.0,5.0,11.0,19.0,21.0
0.41,0.25,0.75,19.0,35.0,19.0,7.0,8.0,11.0,22.0
0.452,0.364,0.913,6.0,43.0,22.0,5.0,4.0,11.0,29.0
0.493,0.303,0.821,7.0,33.0,23.0,4.0,3.0,14.0,22.0
0.436,0.25,0.857,17.0,36.0,25.0,7.0,3.0,12.0,17.0
0.418,0.353,0.857,7.0,27.0,20.0,2.0,2.0,13.0,21.0
0.402,0.371,0.786,11.0,37.0,20.0,4.0,7.0,12.0,18.0
0.402,0.308,0.7,14.0,31.0,27.0,7.0,5.0,8.0,20.0
0.421,0.286,0.806,11.0,28.0,19.0,10.0,8.0,24.0,22.0
0.532,0.5,0.8,9.0,32.0,32.0,9.0,7.0,11.0,13.0
0.516,0.455,0.813,16.0,31.0,33.0,12.0,4.0,16.0,27.0
0.438,0.5,0.824,10.0,35.0,19.0,8.0,5.0,21.0,26.0
0.333,1.0,0.667,17.0,32.0,16.0,14.0,4.0,16.0,18.0
0.479,0.286,0.818,6.0,23.0,17.0,8.0,1.0,9.0,27.0
0.514,0.545,0.815,3.0,29.0,27.0,10.0,3.0,14.0,24.0
0.462,0.333,0.75,5.0,25.0,22.0,17.0,8.0,17.0,22.0
0.565,0.5,0.857,6.0,30.0,23.0,7.0,3.0,18.0,18.0
0.416,0.25,0.696,18.0,31.0,22.0,7.0,8.0,12.0,16.0
0.373,0.273,0.792,16.0,30.0,15.0,10.0,10.0,17.0,24.0
0.459,0.429,0.833,16.0,36.0,18.0,12.0,6.0,20.0,24.0
0.436,0.263,0.633,27.0,22.0,28.0,12.0,7.0,12.0,14.0
0.456,0.435,0.846,9.0,27.0,29.0,9.0,6.0,11.0,23.0
0.443,0.233,0.85,10.0,31.0,27.0,3.0,7.0,4.0,18.0
0.46,0.4,0.962,14.0,23.0,23.0,11.0,3.0,21.0,27.0
0.488,0.364,0.864,15.0,19.0,22.0,8.0,3.0,13.0,27.0
0.457,0.542,0.9,9.0,39.0,21.0,2.0,3.0,20.0,18.0
0.5,0.37,0.8,6.0,34.0,28.0,10.0,4.0,10.0,25.0
0.434,0.48,0.833,11.0,28.0,19.0,5.0,3.0,20.0,32.0
0.396,0.27,0.733,18.0,36.0,24.0,13.0,8.0,12.0,20.0
0.427,0.25,0.68,12.0,36.0,14.0,3.0,3.0,18.0,25.0
0.402,0.233,0.742,13.0,29.0,16.0,11.0,5.0,10.0,18.0
0.529,0.455,0.619,9.0,26.0,27.0,7.0,3.0,12.0,22.0
0.494,0.417,0.857,13.0,26.0,22.0,3.0,2.0,14.0,25.0
0.39,0.0,0.778,9.0,32.0,17.0,6.0,4.0,9.0,21.0
0.456,0.308,0.955,9.0,39.0,27.0,8.0,5.0,11.0,22.0
0.524,0.457,0.688,3.0,31.0,30.0,9.0,6.0,11.0,19.0
0.494,0.417,0.857,10.0,23.0,21.0,8.0,4.0,11.0,23.0
0.487,0.444,0.696,11.0,25.0,29.0,7.0,7.0,9.0,15.0
0.349,0.32,0.769,16.0,31.0,16.0,2.0,2.0,23.0,35.0
0.427,0.385,0.842,8.0,33.0,12.0,12.0,10.0,16.0,24.0
0.484,0.412,0.684,4.0,36.0,27.0,5.0,4.0,12.0,18.0
0.489,0.375,0.895,6.0,37.0,23.0,4.0,0.0,13.0,25.0
0.444,0.0,0.824,10.0,32.0,14.0,6.0,5.0,12.0,20.0
0.488,0.364,0.789,12.0,25.0,21.0,7.0,4.0,21.0,21.0
0.416,0.556,0.792,12.0,26.0,19.0,7.0,4.0,24.0,33.0
0.405,0.355,0.824,7.0,32.0,19.0,4.0,2.0,17.0,25.0
0.518,0.471,0.526,9.0,30.0,29.0,11.0,4.0,16.0,26.0
0.456,0.267,0.737,10.0,25.0,23.0,8.0,4.0,15.0,16.0
0.451,0.313,0.85,7.0,23.0,22.0,3.0,7.0,11.0,18.0
0.402,0.333,0.733,22.0,33.0,24.0,11.0,7.0,24.0,19.0
0.477,0.333,0.688,8.0,36.0,31.0,8.0,6.0,11.0,21.0
0.402,0.316,0.952,15.0,31.0,16.0,3.0,3.0,13.0,16.0
0.506,0.417,0.741,7.0,33.0,29.0,11.0,10.0,16.0,20.0
0.365,0.417,0.789,18.0,25.0,17.0,5.0,4.0,14.0,28.0
0.376,0.255,0.758,7.0,30.0,19.0,11.0,4.0,9.0,20.0
0.417,0.25,0.8,11.0,32.0,23.0,7.0,10.0,14.0,19.0
0.433,0.179,0.7,17.0,40.0,29.0,5.0,10.0,14.0,15.0
0.418,0.273,0.667,15.0,46.0,23.0,13.0,6.0,15.0,25.0
0.455,0.214,0.781,7.0,34.0,20.0,14.0,4.0,13.0,16.0
0.459,0.276,0.957,14.0,34.0,28.0,12.0,6.0,15.0,27.0
0.471,0.4,0.636,14.0,25.0,25.0,6.0,3.0,7.0,17.0
0.5,0.455,0.857,8.0,36.0,23.0,6.0,7.0,16.0,24.0
0.438,0.333,0.846,7.0,34.0,18.0,3.0,5.0,15.0,18.0
0.479,0.4,0.778,22.0,24.0,24.0,9.0,7.0,7.0,17.0
0.462,0.438,0.682,10.0,30.0,23.0,4.0,6.0,14.0,25.0
0.439,0.4,0.731,13.0,25.0,17.0,8.0,3.0,25.0,16.0
0.38,0.143,0.618,15.0,21.0,16.0,11.0,8.0,13.0,34.0
0.367,0.3,0.815,9.0,27.0,13.0,6.0,3.0,15.0,22.0
0.5,0.727,0.811,16.0,40.0,27.0,8.0,9.0,9.0,20.0
0.476,0.348,0.857,11.0,30.0,26.0,8.0,10.0,19.0,29.0
0.436,0.333,0.622,14.0,37.0,20.0,7.0,4.0,12.0,15.0
0.427,0.412,0.733,9.0,42.0,22.0,4.0,10.0,9.0,18.0
0.476,0.333,0.778,12.0,35.0,25.0,5.0,8.0,17.0,18.0
0.558,0.6,0.889,8.0,29.0,26.0,11.0,6.0,14.0,32.0
0.489,0.471,0.563,11.0,37.0,33.0,6.0,5.0,17.0,26.0
0.447,0.286,0.76,3.0,39.0,23.0,6.0,12.0,8.0,17.0
0.5,0.4,0.739,12.0,28.0,26.0,9.0,8.0,16.0,18.0
0.522,0.4,0.769,8.0,29.0,23.0,6.0,4.0,14.0,19.0
0.545,0.4,0.889,4.0,28.0,20.0,5.0,5.0,14.0,23.0
0.56,0.467,0.556,8.0,30.0,32.0,14.0,9.0,14.0,16.0
0.437,0.067,0.708,14.0,33.0,15.0,2.0,6.0,15.0,23.0
0.365,0.3,0.654,12.0,35.0,24.0,9.0,8.0,15.0,31.0
0.583,0.3,0.667,6.0,30.0,21.0,8.0,5.0,21.0,20.0
0.429,0.375,0.8,7.0,37.0,15.0,8.0,9.0,12.0,19.0
0.505,0.439,0.667,13.0,35.0,33.0,12.0,6.0,9.0,18.0
0.397,0.235,0.842,14.0,46.0,21.0,4.0,11.0,11.0,15.0
0.506,0.375,0.692,9.0,29.0,35.0,13.0,9.0,12.0,22.0
0.482,0.308,0.8,12.0,36.0,28.0,10.0,9.0,18.0,29.0
0.468,0.222,0.759,12.0,34.0,23.0,11.0,4.0,17.0,28.0
0.422,0.278,0.864,9.0,45.0,28.0,8.0,8.0,21.0,25.0
0.459,0.346,0.76,11.0,20.0,24.0,6.0,5.0,13.0,24.0
0.396,0.462,0.75,16.0,27.0,19.0,8.0,2.0,10.0,21.0
0.402,0.311,0.788,18.0,35.0,28.0,7.0,6.0,17.0,29.0
0.536,0.56,0.759,7.0,34.0,21.0,5.0,3.0,11.0,18.0
0.481,0.529,0.944,6.0,28.0,25.0,4.0,5.0,15.0,16.0
0.434,0.231,0.838,12.0,27.0,16.0,14.0,5.0,15.0,21.0
0.412,0.214,0.818,15.0,29.0,15.0,11.0,6.0,10.0,23.0
0.46,0.267,0.783,11.0,39.0,28.0,5.0,6.0,11.0,18.0
0.393,0.242,0.909,8.0,37.0,16.0,11.0,3.0,17.0,26.0
0.488,0.286,0.688,10.0,28.0,32.0,9.0,6.0,8.0,22.0
0.414,0.235,0.542,20.0,31.0,22.0,10.0,4.0,14.0,22.0
0.524,0.478,0.895,9.0,33.0,25.0,11.0,3.0,8.0,21.0
0.535,0.486,0.5,10.0,33.0,25.0,8.0,9.0,12.0,18.0
0.463,0.444,0.6,12.0,33.0,24.0,8.0,7.0,17.0,17.0
0.4,0.281,0.769,9.0,35.0,26.0,6.0,3.0,12.0,19.0
0.494,0.385,0.839,11.0,34.0,22.0,5.0,7.0,12.0,23.0
0.432,0.25,0.905,12.0,29.0,19.0,14.0,3.0,13.0,31.0
0.454,0.182,0.821,18.0,33.0,17.0,6.0,4.0,16.0,19.0
0.513,0.455,0.583,7.0,21.0,25.0,12.0,2.0,9.0,20.0
0.407,0.286,0.654,13.0,25.0,17.0,11.0,7.0,15.0,21.0
0.512,0.346,0.815,10.0,29.0,19.0,10.0,8.0,18.0,20.0
0.478,0.462,0.607,8.0,27.0,18.0,8.0,7.0,15.0,30.0
0.279,0.111,0.625,23.0,24.0,10.0,2.0,1.0,13.0,22.0
0.516,0.438,0.75,10.0,32.0,33.0,9.0,9.0,15.0,27.0
0.5,0.294,0.769,12.0,32.0,16.0,4.0,4.0,12.0,24.0
0.517,0.423,0.786,11.0,40.0,30.0,7.0,3.0,15.0,25.0
0.538,0.385,0.733,11.0,32.0,30.0,7.0,4.0,12.0,15.0
0.593,0.481,0.833,3.0,31.0,30.0,12.0,2.0,15.0,22.0
0.53,0.5,0.842,10.0,35.0,25.0,8.0,5.0,11.0,20.0
0.419,0.382,0.667,10.0,33.0,28.0,7.0,5.0,13.0,18.0
0.417,0.314,0.6,20.0,28.0,23.0,8.0,4.0,17.0,19.0
0.489,0.423,0.581,18.0,33.0,32.0,12.0,11.0,11.0,16.0
0.44,0.24,0.714,11.0,33.0,20.0,3.0,6.0,8.0,24.0
0.459,0.346,0.65,11.0,26.0,17.0,7.0,3.0,10.0,26.0
0.409,0.276,0.727,15.0,36.0,19.0,4.0,4.0,9.0,20.0
0.374,0.158,0.857,19.0,31.0,16.0,8.0,2.0,11.0,16.0
0.505,0.361,0.889,17.0,36.0,40.0,6.0,5.0,22.0,26.0
0.471,0.5,0.895,10.0,38.0,19.0,2.0,7.0,14.0,26.0
0.402,0.359,0.8,13.0,28.0,22.0,4.0,3.0,11.0,15.0
0.474,0.36,0.944,9.0,46.0,19.0,7.0,6.0,14.0,16.0
0.42,0.235,0.828,22.0,39.0,24.0,8.0,11.0,23.0,24.0
0.488,0.375,0.667,9.0,35.0,24.0,5.0,9.0,10.0,20.0
0.53,0.308,0.857,7.0,39.0,22.0,6.0,5.0,16.0,20.0
0.409,0.381,0.75,15.0,35.0,21.0,10.0,10.0,11.0,12.0
0.4,0.324,0.739,17.0,37.0,23.0,9.0,6.0,19.0,26.0
0.427,0.389,0.688,11.0,34.0,20.0,7.0,9.0,8.0,24.0
0.506,0.5,0.731,12.0,20.0,19.0,6.0,1.0,14.0,24.0
0.541,0.45,0.759,4.0,32.0,26.0,0.0,3.0,8.0,23.0
0.489,0.286,0.65,10.0,38.0,26.0,7.0,3.0,7.0,19.0
0.5,0.432,0.909,7.0,31.0,30.0,8.0,3.0,20.0,23.0
0.481,0.333,0.826,5.0,30.0,26.0,8.0,4.0,8.0,15.0
0.467,0.406,0.81,7.0,37.0,17.0,9.0,6.0,12.0,27.0
0.429,0.261,0.75,2.0,21.0,17.0,7.0,7.0,13.0,17.0
0.361,0.333,0.792,14.0,25.0,20.0,9.0,10.0,15.0,17.0
0.544,0.425,0.84,11.0,27.0,35.0,11.0,4.0,10.0,22.0
0.472,0.447,0.846,12.0,42.0,36.0,8.0,6.0,16.0,21.0
0.533,0.533,0.778,6.0,35.0,29.0,6.0,4.0,15.0,29.0
0.494,0.313,0.818,9.0,36.0,21.0,7.0,7.0,10.0,22.0
0.523,0.286,0.731,13.0,24.0,30.0,15.0,7.0,11.0,18.0
0.538,0.593,0.667,9.0,28.0,34.0,10.0,4.0,8.0,28.0
0.427,0.294,0.737,14.0,38.0,20.0,6.0,7.0,8.0,16.0
0.457,0.316,0.619,7.0,28.0,21.0,9.0,1.0,15.0,13.0
0.432,0.316,0.63,20.0,26.0,18.0,5.0,4.0,10.0,19.0
0.451,0.412,0.8,4.0,33.0,22.0,8.0,6.0,12.0,20.0
0.471,0.361,0.917,13.0,31.0,28.0,7.0,3.0,13.0,19.0
0.477,0.419,0.889,9.0,23.0,23.0,10.0,0.0,19.0,18.0
0.452,0.333,0.667,15.0,42.0,25.0,6.0,5.0,13.0,22.0
